term,estimate,std.error,statistic,p.value,dependent,Dependent_Variable,Window,Horizon,Retail_Flag
Item_3.01,3.020044946792553e-05,6.568974356017605e-06,4.597437565007384,4.277189950656162e-06,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_3.02,4.536489639926791e-05,3.7990403565154986e-06,11.941146221693955,7.222283079913e-33,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_3.03,2.587000447727597e-05,5.798214222127879e-06,4.461719330504828,8.13047146344528e-06,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_4.01,4.242515235238989e-06,6.220640285004651e-06,0.6820061988580035,0.4952350319563645,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_4.02,-5.802215593737496e-06,1.3282604586737097e-05,-0.4368281503712837,0.6622359825114106,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_5.01,0.00013579328650086458,1.4153659092699885e-05,9.594217693917996,8.4556993069866815e-22,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_5.02,7.344586113730532e-06,1.2509543597461228e-06,5.871186311881988,4.326883349360824e-09,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_5.03,1.5142946089242254e-05,2.9898325685360763e-06,5.064814079758572,4.0879947917669533e-07,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_5.04,8.563007806490721e-06,2.521861359226381e-05,0.3395510928926542,0.7341946144817655,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_5.05,2.6454039839957977e-05,1.2817033602354668e-05,2.06397522708359,0.0390200665241735,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_5.06,-5.107219459719236e-05,2.1495667292851848e-05,-2.375929711852949,0.0175047978423832,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_5.07,-1.5982714204251886e-07,1.5700876893465262e-06,-0.1017950418482927,0.9189193613393856,lag_vol_4per,Total Volume,2 hours,Pre,Retail
Item_5.08,6.048691492260253e-05,1.7281831872404294e-05,3.5000291270735198,0.000465207422248138,lag_vol_4per,Total Volume,2 hours,Pre,Retail
